attempt_id,user_id,puzzle_id,is_successful,time_taken_sec,attempt_date
167,428,741,True,464,2023-09-10 23:22:41
168,308,49,True,693,2023-10-24 23:33:17
169,259,393,True,693,2023-04-29 05:26:50
170,234,776,False,708,2023-03-19 15:50:41
171,420,165,True,525,2023-02-12 18:33:28
172,309,260,False,235,2023-09-29 17:14:48
173,163,773,True,721,2023-05-18 15:13:46
174,423,318,True,230,2023-10-25 22:36:03
175,197,774,True,858,2023-11-19 07:43:10
176,139,379,True,489,2023-11-05 08:37:41
177,210,248,True,301,2023-06-15 22:05:00
178,564,791,True,195,2023-02-26 03:40:18
179,54,4,True,237,2023-07-22 14:18:55
180,11,449,True,296,2023-10-03 14:41:57
181,222,188,False,101,2023-08-29 20:38:48
182,54,85,False,846,2023-09-04 20:36:50
183,511,26,True,483,2023-12-08 16:21:45
184,538,730,False,244,2023-03-07 21:49:02
185,339,683,False,82,2023-05-27 21:34:09
186,170,190,False,767,2023-09-15 00:01:10
187,468,639,True,417,2023-06-21 13:11:17
188,355,594,True,23,2023-03-08 15:02:45
189,206,519,True,850,2023-02-24 19:42:36
190,395,572,True,486,2023-08-23 10:12:53
191,44,49,True,306,2023-05-01 14:23:10
192,287,413,True,413,2023-02-01 18:26:04
193,370,200,True,138,2023-12-07 19:30:29
194,399,297,True,165,2023-02-02 03:50:50
195,36,236,True,323,2023-06-05 06:57:00
196,389,692,True,702,2023-04-30 22:24:35
197,114,232,False,854,2023-03-04 17:59:26
198,149,767,False,326,2023-09-16 18:09:18
199,372,49,True,465,2023-05-27 13:05:57
200,61,617,True,256,2023-09-24 21:34:51
201,475,422,True,83,2023-09-10 21:38:00
202,83,490,False,280,2023-06-30 03:11:37
203,229,64,True,779,2023-05-19 06:24:41
204,136,677,False,830,2023-05-19 21:02:21
205,455,192,True,253,2023-01-03 19:35:43
206,419,93,True,460,2023-02-12 13:18:48
207,61,138,True,555,2023-07-08 21:56:36
208,425,777,False,426,2023-06-22 05:13:01
209,581,603,True,341,2023-08-19 00:58:48
210,345,505,False,454,2023-11-07 09:32:16
211,547,245,True,625,2023-08-02 08:07:03
212,227,327,True,278,2023-08-04 08:55:40
213,317,463,True,193,2023-03-23 15:37:04
214,226,41,True,572,2023-03-18 00:53:25
215,157,154,True,589,2023-08-26 16:14:13
216,69,410,False,57,2023-04-14 15:23:43
217,264,547,True,651,2023-02-24 19:14:56
218,452,543,False,332,2023-04-07 13:42:29
219,186,266,False,27,2023-08-15 07:43:17
220,406,440,True,517,2023-12-10 11:46:09
221,557,204,True,672,2023-01-16 22:54:44
222,300,89,False,821,2023-08-11 16:04:30
223,67,303,True,560,2023-03-02 23:29:21
224,427,111,True,822,2023-06-08 04:48:37
225,142,627,True,604,2023-11-26 03:44:46
226,464,377,False,900,2023-01-01 09:21:40
227,142,316,False,847,2023-10-29 14:24:48
228,439,655,True,483,2023-08-05 03:26:20
229,41,190,True,22,2023-01-14 13:40:43
230,233,249,False,284,2023-02-08 18:03:15
231,415,195,False,585,2023-02-01 15:53:10
232,132,564,True,572,2023-04-14 12:49:10
233,221,463,False,332,2023-11-24 19:14:02
234,133,230,True,593,2023-12-16 06:42:15
235,279,438,False,206,2023-01-13 10:52:05
236,489,271,False,351,2023-03-10 09:50:18
237,151,254,True,605,2023-09-11 00:56:03
238,67,428,False,472,2023-04-20 21:17:46
239,104,610,True,142,2023-10-02 23:48:00
240,275,638,True,275,2023-06-05 11:23:26
241,424,122,True,159,2023-04-15 12:45:45
242,235,733,False,249,2023-02-27 21:47:21
243,110,189,True,41,2023-05-25 20:27:20
244,365,775,False,347,2023-09-09 15:27:08
245,549,715,False,795,2023-07-18 20:55:28
246,229,626,False,203,2023-09-07 15:46:49
247,270,765,False,77,2023-03-15 20:52:57
248,463,478,False,454,2023-11-18 15:15:04
249,160,10,True,881,2023-01-29 18:52:03
250,163,616,True,320,2023-09-24 18:53:09
251,39,776,False,437,2023-06-20 07:55:00
252,385,492,False,739,2023-03-02 18:06:52
253,230,524,False,851,2023-03-31 09:16:41
254,357,498,True,389,2023-06-30 22:24:15
255,464,60,True,171,2023-12-10 09:26:00
256,107,606,True,890,2023-03-05 07:21:02
257,292,265,True,820,2023-06-30 04:17:11
258,174,153,False,62,2023-06-27 12:42:29
259,89,657,False,435,2023-04-27 20:32:58
260,327,260,True,53,2023-04-17 18:20:47
261,257,596,True,434,2023-12-16 19:25:16
262,470,606,True,768,2023-04-01 07:37:31
263,202,498,False,303,2023-12-16 19:06:26
264,155,744,False,229,2023-09-08 05:11:47
265,453,287,True,402,2023-05-16 12:46:28
266,116,719,False,183,2023-01-02 03:55:03
267,193,101,True,279,2023-04-03 14:05:29
268,63,417,False,211,2023-10-04 19:28:51
269,26,108,False,358,2023-05-19 23:06:20
270,126,460,True,525,2023-09-20 11:04:16
271,152,348,True,875,2023-08-18 16:48:58
272,235,292,True,737,2023-06-07 11:59:54
273,543,642,True,880,2023-01-20 01:38:21
274,307,470,True,848,2023-02-20 19:19:20
275,302,669,True,85,2023-05-01 15:04:05
276,180,333,True,36,2023-07-03 05:54:59
277,186,117,False,69,2023-07-30 09:30:05
278,305,507,False,621,2023-04-13 04:31:05
279,35,62,False,167,2023-03-23 03:14:15
280,333,195,False,679,2023-01-26 14:44:55
281,211,613,True,549,2023-03-06 12:08:07
282,347,454,False,767,2023-06-26 23:53:08
283,270,742,False,823,2023-11-01 15:19:44
284,412,442,True,162,2023-07-01 23:39:59
285,233,657,False,163,2023-09-02 06:42:13
286,348,138,True,757,2023-04-22 13:13:37
287,284,551,True,367,2023-02-16 23:31:02
288,587,748,True,491,2023-07-29 00:55:42
289,15,133,True,784,2023-04-25 05:41:23
290,80,315,False,415,2023-11-26 07:10:24
291,312,413,True,829,2023-09-02 15:50:01
292,397,195,False,783,2023-10-09 04:23:41
293,82,750,True,176,2023-10-27 12:59:52
294,177,513,True,564,2023-12-07 11:37:05
295,53,473,True,378,2023-03-05 19:12:58
296,487,313,True,254,2023-07-25 16:56:49
297,595,253,True,299,2023-04-01 00:52:11
298,571,564,True,813,2023-09-01 14:57:47
299,278,710,False,62,2023-11-08 21:35:14
300,518,66,True,513,2023-04-02 05:56:16
301,288,363,True,835,2023-06-28 11:26:10
302,373,180,False,674,2023-05-25 01:12:13
303,340,659,True,787,2023-01-27 09:45:44
304,578,651,False,456,2023-06-06 16:30:38
305,2,786,True,535,2023-08-21 11:17:28
306,395,761,True,577,2023-02-05 20:32:09
307,378,136,False,350,2023-12-18 23:00:32
308,347,246,False,740,2023-04-10 20:32:27
309,558,731,True,705,2023-11-10 00:38:06
310,402,421,True,363,2023-05-25 11:39:50
311,550,301,False,488,2023-04-01 20:02:06
312,398,499,False,496,2023-12-10 05:43:41
313,267,573,True,553,2023-08-02 00:45:10
314,569,436,True,268,2023-05-27 00:29:48
315,476,337,False,235,2023-04-04 03:24:58
316,538,563,True,753,2023-04-01 02:03:48
317,467,506,False,70,2023-05-23 12:36:21
318,370,703,False,35,2023-11-14 03:16:59
319,584,793,False,642,2023-12-11 19:37:26
320,265,585,True,411,2023-05-08 23:46:53
321,581,533,False,214,2023-09-07 03:17:41
322,297,255,True,44,2023-05-16 20:32:57
323,86,605,False,106,2023-01-09 03:32:26
324,513,639,True,21,2023-10-05 07:31:47
325,533,402,False,718,2023-01-23 12:54:46
326,538,517,False,320,2023-08-12 10:44:40
327,46,234,False,39,2023-08-02 06:59:47
328,543,613,False,368,2023-02-15 13:34:34
329,260,362,False,842,2023-04-23 14:10:45
330,391,461,True,703,2023-07-16 23:02:27
331,262,95,True,87,2023-01-26 22:39:52
332,423,28,True,263,2023-07-30 17:10:55
333,79,649,False,863,2023-10-01 19:53:07
334,600,74,True,350,2023-03-27 16:27:27
335,458,81,False,553,2023-07-26 15:08:20
336,380,515,False,507,2023-01-03 17:41:11
337,178,784,True,195,2023-02-23 18:33:25
338,594,733,False,828,2023-09-26 12:27:32
339,382,552,True,768,2023-06-20 22:13:46
340,522,197,True,800,2023-03-23 13:10:14
341,486,550,True,878,2023-09-06 13:26:33
342,52,84,True,398,2023-10-29 10:01:21
343,17,640,False,341,2023-06-22 14:33:50
344,158,719,True,64,2023-12-28 06:54:55
345,180,520,False,249,2023-07-26 02:47:23
346,147,672,False,453,2023-03-02 20:56:06
347,353,323,True,777,2023-03-16 13:09:19
348,213,729,False,152,2023-07-12 23:43:57
349,325,142,False,797,2023-07-06 04:01:27
350,600,4,False,553,2023-02-20 06:07:13
351,217,706,False,843,2023-08-31 11:15:14
352,53,187,True,694,2023-01-24 06:06:16
353,14,276,True,508,2023-12-21 11:17:48
354,410,141,True,831,2023-01-06 15:29:28
355,293,609,False,483,2023-09-12 17:09:04
356,257,459,True,116,2023-04-01 16:29:10
357,104,256,True,283,2023-09-10 01:09:47
358,16,632,False,414,2023-08-26 14:14:04
359,82,549,False,382,2023-06-20 00:05:43
360,443,726,True,491,2023-10-19 19:41:46
361,312,411,True,116,2023-04-22 18:07:21
362,41,57,True,369,2023-04-08 19:20:32
363,198,633,True,819,2023-07-11 08:46:19
364,264,464,True,542,2023-11-18 01:15:08
365,213,514,True,538,2023-02-07 15:52:46
366,423,495,False,137,2023-11-08 07:42:22
367,360,83,True,500,2023-04-10 05:44:42
368,271,173,True,138,2023-12-09 03:00:32
369,543,128,False,199,2023-01-31 22:11:41
370,35,735,True,846,2023-09-03 15:01:36
371,565,43,True,798,2023-09-26 11:27:40
372,201,214,True,423,2023-02-22 17:31:41
373,236,207,True,342,2023-12-28 19:12:31
374,329,726,True,773,2023-11-07 12:46:24
375,45,675,False,607,2023-07-05 05:43:22
376,14,55,True,863,2023-09-05 21:52:20
377,401,340,True,205,2023-02-04 22:00:58
378,315,418,False,132,2023-08-29 18:53:31
379,40,318,True,65,2023-05-08 21:27:18
380,305,413,True,881,2023-04-24 11:45:15
381,294,674,False,575,2023-05-06 23:33:19
382,285,469,True,466,2023-12-28 05:06:14
383,601,563,True,664,2023-02-10 21:07:25
384,431,620,True,489,2023-12-17 19:03:15
385,379,55,True,68,2023-10-01 12:57:53
386,72,671,True,440,2023-09-30 13:33:46
387,14,232,True,591,2023-01-29 12:50:06
388,96,212,True,113,2023-03-18 22:40:06
389,155,515,True,554,2023-12-26 19:22:58
390,560,195,False,194,2023-10-04 19:46:42
391,360,787,True,50,2023-08-01 16:34:09
392,284,160,True,324,2023-12-17 22:54:27
393,26,354,False,590,2023-12-24 04:08:34
394,255,490,True,35,2023-04-08 23:18:00
395,325,413,True,817,2023-07-23 22:22:28
396,467,50,True,713,2023-06-01 07:48:15
397,211,39,True,318,2023-06-25 03:09:57
398,156,86,False,400,2023-03-28 15:14:31
399,139,560,True,38,2023-08-11 16:10:50
400,369,408,True,483,2023-04-22 11:48:22
401,241,122,True,496,2023-06-11 22:17:23
402,373,360,True,26,2023-01-11 05:28:34
403,3,495,False,357,2023-05-04 07:04:25
404,442,236,True,855,2023-05-16 16:50:31
405,414,717,True,797,2023-09-17 23:18:35
406,334,452,True,655,2023-09-04 03:48:42
407,183,220,False,165,2023-04-13 14:11:02
408,24,94,True,221,2023-10-07 04:37:47
409,326,468,True,355,2023-07-08 04:01:39
410,590,616,True,761,2023-07-30 06:04:16
411,362,40,True,566,2023-05-07 23:21:46
412,281,560,True,210,2023-02-22 06:52:49
413,99,201,True,683,2023-03-23 20:43:14
414,311,282,False,288,2023-03-11 14:56:01
415,72,448,True,148,2023-02-07 14:40:40
416,390,189,True,266,2023-10-18 06:30:02
417,484,260,False,882,2023-03-27 04:57:21
418,532,707,False,23,2023-03-04 08:38:28
419,592,452,True,267,2023-07-12 19:35:00
420,423,170,False,184,2023-08-28 16:31:23
421,579,189,True,688,2023-09-23 09:09:32
422,174,535,True,572,2023-03-28 01:47:18
423,176,95,False,843,2023-01-07 08:36:52
424,147,366,False,694,2023-01-27 22:44:09
425,360,596,False,231,2023-07-29 04:39:33
426,537,603,True,126,2023-12-29 18:31:09
427,550,133,False,158,2023-05-11 18:35:48
428,140,209,False,595,2023-01-14 09:18:27
429,251,124,False,486,2023-01-29 05:18:47
430,409,680,True,783,2023-04-03 12:54:24
431,339,540,True,691,2023-06-15 18:15:48
432,404,355,True,413,2023-06-08 06:16:47
433,79,290,True,438,2023-02-15 15:33:29
434,499,123,False,363,2023-09-28 04:38:52
435,71,42,True,709,2023-07-25 05:12:07
436,90,161,True,336,2023-12-18 09:31:49
437,87,48,True,76,2023-10-07 18:37:28
438,295,511,True,452,2023-09-27 22:47:41
439,317,339,True,380,2023-07-12 00:02:58
440,550,791,False,625,2023-07-28 08:11:56
441,557,485,True,659,2023-12-07 21:01:34
442,554,674,True,494,2023-04-29 10:50:34
443,426,755,True,493,2023-06-17 12:21:26
444,252,647,True,839,2023-06-22 00:20:47
445,232,571,True,171,2023-08-06 04:36:40
446,17,399,True,560,2023-04-04 06:50:34
447,267,113,True,715,2023-10-14 01:50:23
448,397,633,True,716,2023-06-12 15:04:52
449,527,622,True,424,2023-11-09 11:23:20
450,315,636,False,643,2023-10-17 18:08:27
451,365,768,True,866,2023-09-30 05:15:41
452,91,252,False,660,2023-08-17 04:31:39
453,542,725,True,67,2023-11-28 21:53:37
454,590,108,False,212,2023-05-27 23:52:57
455,496,148,True,140,2023-03-29 19:12:33
456,1,691,True,200,2023-12-04 02:36:27
457,219,475,False,289,2023-01-13 03:50:14
458,506,136,True,880,2023-12-10 17:39:28
459,18,372,False,45,2023-10-28 09:09:51
460,523,642,False,213,2023-10-06 18:37:12
461,177,746,False,151,2023-11-09 05:21:51
462,295,409,False,290,2023-03-18 12:22:04
463,353,285,False,579,2023-03-24 03:25:07
464,430,752,True,496,2023-02-01 08:50:55
465,342,276,True,373,2023-04-11 09:12:19
466,321,703,True,766,2023-07-20 11:52:16
467,290,692,True,244,2023-01-07 09:11:40
468,408,444,True,693,2023-03-29 06:09:28
469,483,86,False,359,2023-11-04 04:23:15
470,544,360,True,215,2023-12-25 04:50:57
471,461,165,False,259,2023-05-24 03:35:12
472,502,255,True,75,2023-09-17 16:05:02
473,355,181,False,289,2023-11-05 02:26:45
474,352,692,False,319,2023-09-01 05:32:26
475,274,212,True,353,2023-08-22 11:06:02
476,335,464,True,391,2023-09-07 06:43:09
477,232,755,True,882,2023-12-03 09:28:52
478,179,9,True,307,2023-07-30 02:54:10
479,594,540,False,484,2023-05-18 05:29:13
480,560,618,False,599,2023-01-10 04:51:14
481,70,730,False,551,2023-11-15 15:44:09
482,398,619,True,220,2023-10-03 13:38:00
483,374,213,True,856,2023-04-01 14:50:54
484,206,252,True,581,2023-07-06 17:27:57
485,577,365,True,395,2023-06-20 16:00:22
486,335,741,True,897,2023-09-07 01:51:05
487,57,58,True,880,2023-03-22 23:34:20
488,186,394,False,837,2023-03-04 10:08:17
489,578,372,True,203,2023-06-22 13:15:04
490,363,380,True,444,2023-04-14 18:42:53
491,377,759,True,736,2023-10-31 04:04:57
492,516,247,False,206,2023-10-10 20:10:11
493,74,152,False,19,2023-06-07 04:10:36
494,390,738,False,307,2023-01-29 08:38:31
495,571,746,True,529,2023-11-14 07:44:03
496,220,482,True,766,2023-11-06 10:40:33
497,54,23,True,896,2023-08-26 00:57:02
498,442,581,True,19,2023-05-02 16:39:58
499,436,682,False,868,2023-07-03 07:04:23
500,156,633,False,850,2023-06-24 15:30:39
501,450,682,False,482,2023-11-20 21:53:48
502,449,112,True,229,2023-10-24 04:46:21
503,492,627,False,134,2023-04-05 18:35:10
504,232,539,False,812,2023-11-09 08:36:45
505,263,732,False,289,2023-05-14 13:05:10
506,370,780,True,730,2023-07-07 00:17:00
507,119,57,True,60,2023-08-12 00:39:38
508,347,471,True,745,2023-11-11 01:09:11
509,178,200,True,611,2023-12-08 12:31:04
510,30,121,True,515,2023-02-24 17:25:59
511,102,17,True,738,2023-06-20 15:35:39
512,579,231,False,512,2023-06-17 01:20:06
513,399,556,False,154,2023-04-01 00:22:00
514,356,457,False,897,2023-09-04 08:10:22
515,43,442,True,699,2023-04-30 11:45:35
516,279,681,True,674,2023-10-03 01:12:07
517,486,225,True,100,2023-10-31 22:17:47
518,16,516,True,354,2023-04-05 21:11:06
519,234,545,True,98,2023-06-09 14:20:17
520,203,152,False,369,2023-09-07 09:18:32
521,10,62,False,893,2023-12-20 09:50:49
522,471,584,False,646,2023-02-03 19:05:13
523,101,401,False,75,2023-03-09 04:04:54
524,576,459,True,421,2023-05-29 02:01:40
525,397,295,True,124,2023-07-11 14:52:01
526,200,750,False,792,2023-07-17 23:10:03
527,537,361,True,203,2023-05-23 03:10:18
528,380,765,False,272,2023-11-24 02:07:08
529,23,721,False,153,2023-11-24 22:01:34
530,151,331,True,519,2023-08-21 20:12:19
531,415,510,True,502,2023-04-16 19:28:55
532,153,706,True,26,2023-05-13 08:42:19
533,595,227,True,295,2023-07-04 16:43:15
534,537,727,True,769,2023-02-20 23:17:57
535,383,385,True,233,2023-09-07 18:27:27
536,549,246,True,233,2023-10-19 20:30:38
537,560,564,True,805,2023-08-04 14:57:48
538,324,417,True,844,2023-11-22 21:39:02
539,413,191,True,746,2023-11-25 06:30:55
540,531,683,True,644,2023-08-14 12:08:52
541,601,786,True,496,2023-10-21 19:53:59
542,336,252,True,671,2023-03-26 15:05:27
543,227,554,False,242,2023-04-29 12:37:35
544,149,560,False,882,2023-02-18 09:39:04
545,113,304,False,629,2023-11-07 01:35:38
546,218,228,True,74,2023-08-11 06:12:54
547,440,230,True,496,2023-01-30 00:58:21
548,387,617,True,344,2023-02-24 23:04:48
549,62,57,True,235,2023-05-16 19:15:19
550,247,90,False,824,2023-12-25 05:42:24
551,589,148,True,853,2023-06-21 19:03:48
552,512,168,False,386,2023-02-24 13:17:27
553,540,259,True,767,2023-09-01 22:40:49
554,148,487,True,320,2023-05-22 16:00:30
555,205,291,True,445,2023-10-03 15:15:09
556,83,229,False,720,2023-12-11 18:27:05
557,576,390,False,366,2023-06-22 18:30:28
558,279,123,True,848,2023-07-01 09:20:11
559,328,723,True,443,2023-08-23 23:10:59
560,522,598,False,277,2023-11-10 05:55:33
561,97,6,True,610,2023-05-11 05:03:35
562,54,721,True,180,2023-01-07 01:07:31
563,154,323,False,435,2023-10-17 06:02:38
564,539,579,True,769,2023-09-03 00:56:11
565,293,532,False,672,2023-07-30 00:55:58
566,96,693,False,622,2023-11-15 22:51:15
567,193,304,True,761,2023-10-13 23:59:34
568,280,632,True,588,2023-03-10 15:07:32
569,405,605,True,814,2023-01-12 17:24:47
570,391,432,True,778,2023-12-02 05:29:52
571,37,764,True,577,2023-07-23 23:29:28
572,140,496,True,320,2023-01-26 18:54:46
573,228,800,True,383,2023-01-07 11:57:51
574,13,338,True,275,2023-08-13 14:48:03
575,564,749,False,31,2023-05-17 14:12:15
576,584,278,True,672,2023-09-17 01:40:07
577,558,636,False,281,2023-09-26 07:02:14
578,168,115,True,92,2023-06-09 08:32:24
579,357,277,True,353,2023-12-08 12:37:07
580,447,392,True,424,2023-07-03 16:24:58
581,222,335,True,27,2023-11-30 13:22:45
582,61,197,True,691,2023-11-18 20:04:24
583,143,51,False,369,2023-12-04 11:21:17
584,61,217,False,748,2023-06-19 23:16:13
585,295,686,False,779,2023-08-17 07:32:27
586,508,341,True,683,2023-07-20 01:42:23
587,422,680,True,465,2023-12-22 20:03:33
588,333,780,True,186,2023-12-24 18:50:48
589,415,492,True,858,2023-08-01 11:25:20
590,466,41,True,329,2023-05-30 12:27:49
591,331,506,True,613,2023-04-23 04:22:47
592,489,46,False,210,2023-01-10 18:34:28
593,346,117,True,581,2023-08-15 05:16:07
594,345,712,True,395,2023-01-25 03:23:52
595,311,210,True,17,2023-03-30 14:14:03
596,80,72,True,394,2023-05-04 01:04:19
597,126,147,True,643,2023-02-27 18:41:13
598,421,302,True,818,2023-07-13 05:12:52
599,176,288,True,262,2023-09-02 18:43:05
600,472,478,False,581,2023-11-19 09:22:57
601,243,749,True,546,2023-06-02 23:42:01
602,266,349,True,238,2023-02-22 10:51:57
603,420,431,True,168,2023-06-28 22:23:50
604,139,724,True,849,2023-07-23 06:01:37
605,366,626,False,711,2023-10-01 22:21:22
